Student ID,UID,Time,Date
202011115,27  86  cb  5c  ,12:45:24,2025-03-19
202311049,96  9a  33  04  ,12:45:40,2025-03-19
202311061,1c  a0  81  76  ,12:45:46,2025-03-19
202211010,93  6f  5d  b5  ,12:45:50,2025-03-19
202211001,63  59  61  b5  ,12:45:58,2025-03-19
202311162,d7  55  88  5c  ,12:46:04,2025-03-19
202211088,8b  a8  dc  4e  ,12:46:08,2025-03-19
202411019,9d  b1  30  c5  ,12:46:11,2025-03-19
202411006,0d  07  0b  c5  ,12:46:16,2025-03-19
202311216,a7  17  c0  5c  ,12:46:20,2025-03-19
202211058,93  3b  63  b5  ,12:46:23,2025-03-19
202211182,eb  50  ce  4d  ,12:46:27,2025-03-19
202411126,ad  6a  0b  c5  ,12:46:29,2025-03-19
202411045,8d  59  2d  c5  ,12:46:33,2025-03-19
202211042,13  9e  5d  b5  ,12:46:36,2025-03-19
202211089,db  11  20  4e  ,12:46:40,2025-03-19
202411108,0d  6e  28  c5  ,12:46:43,2025-03-19
202411136,9d  59  06  c5  ,12:46:46,2025-03-19
202111130,d3  3d  65  b5  ,12:46:49,2025-03-19
202462018,9d  c8  2c  c5  ,12:47:01,2025-03-19
202211157,2b  8f  46  4e  ,12:47:07,2025-03-19
202411083,7d  3e  f7  c4  ,12:47:15,2025-03-19
202111015,83  7e  61  b5  ,12:47:25,2025-03-19
202211008,33  f8  62  b5  ,12:47:29,2025-03-19
202011158,f2  5d  b0  e5  ,12:47:33,2025-03-19
202411128,dd  a3  3b  c4  ,12:47:37,2025-03-19
202411061,8d  5e  10  c5  ,12:47:43,2025-03-19
202411151,0d  88  f5  c4  ,12:47:47,2025-03-19
202411063,3d  89  47  c4  ,12:47:55,2025-03-19
202311039,27  1a  8b  5c  ,12:48:56,2025-03-19
202411109,ed  e2  4a  c4  ,12:48:59,2025-03-19
202211128,3b  d2  bb  4e  ,12:50:53,2025-03-19
202211038,d3  e8  66  b5  ,12:50:58,2025-03-19
202211120,ec  99  6f  dd  ,12:51:07,2025-03-19
202411076,ed  e1  26  c5  ,12:51:20,2025-03-19
202211064,c3  b9  62  b5  ,12:51:29,2025-03-19
202411163,0d  ae  31  c5  ,12:51:39,2025-03-19
202411067,8d  d1  06  c5  ,12:51:52,2025-03-19
202111196,83  9e  64  b5  ,12:52:16,2025-03-19
202411030,5d  eb  2f  c5  ,12:52:38,2025-03-19
202411008,8d  10  42  c4  ,12:52:46,2025-03-19
202411169,7d  e8  1b  c5  ,12:52:52,2025-03-19
202411017,bc  bb  6d  75  ,12:53:07,2025-03-19
202411166,3c  1a  80  76  ,12:53:16,2025-03-19
202411016,ed  3d  35  c5  ,12:53:49,2025-03-19
202411018,7d  2f  04  c5  ,12:53:55,2025-03-19
202211021,57  a1  c9  5c  ,12:54:00,2025-03-19
202311058,f6  dc  32  04  ,12:54:24,2025-03-19
