Student ID,UID,Time,Date
202311046,d7  27  c6  5c  ,12:47:24,2024-05-22
202311174,c7  5e  c8  5c  ,12:47:28,2024-05-22
202311007,17  9d  ca  5c  ,12:47:31,2024-05-22
202311005,46  9c  31  04  ,12:47:34,2024-05-22
202111104,b3  8a  62  b5  ,12:47:37,2024-05-22
202311152,d7  a7  87  5c  ,12:47:40,2024-05-22
202311044,b7  41  c1  5c  ,12:47:43,2024-05-22
202111122,d3  bf  62  b5  ,12:47:50,2024-05-22
202311033,b7  5c  99  5c  ,12:47:53,2024-05-22
202311137,8b  1d  3e  4e  ,12:47:56,2024-05-22
202311193,d7  b0  cc  5c  ,12:47:59,2024-05-22
202111125,93  e2  61  b5  ,12:48:02,2024-05-22
202311189,7b  d4  55  4e  ,12:48:05,2024-05-22
202011052,e3  18  5c  b5  ,12:48:09,2024-05-22
202311052,0b  42  a1  4e  ,12:48:12,2024-05-22
202311188,eb  4c  79  4e  ,12:48:14,2024-05-22
202311132,2b  9a  d0  4e  ,12:48:20,2024-05-22
202311025,d7  6a  cb  5c  ,12:48:24,2024-05-22
202111051,e2  31  ae  e5  ,12:48:32,2024-05-22
202311104,cb  38  96  4e  ,12:48:35,2024-05-22
202311055,cb  60  06  4e  ,12:48:38,2024-05-22
202311083,0b  36  d9  4e  ,12:48:41,2024-05-22
202211112,7b  a3  ad  4e  ,12:48:45,2024-05-22
202211214,3b  05  82  4e  ,12:48:49,2024-05-22
202011118,22  51  b0  e5  ,12:48:52,2024-05-22
202111008,43  4d  25  ae  ,12:48:55,2024-05-22
202211044,93  11  5e  b5  ,12:48:58,2024-05-22
202211075,ed  ed  03  c5  ,12:49:04,2024-05-22
202111119,d3  1a  67  b5  ,12:49:10,2024-05-22
201911185,83  d6  64  b5  ,12:49:13,2024-05-22
202111038,f2  68  ac  e5  ,12:49:16,2024-05-22
202311075,ab  bc  d5  4e  ,12:49:20,2024-05-22
202311095,db  c5  77  4e  ,12:49:23,2024-05-22
202311098,1b  3b  61  4e  ,12:49:29,2024-05-22
202311182,b6  f3  32  04  ,12:49:39,2024-05-22
201911157,d3  14  67  b5  ,12:49:42,2024-05-22
202211036,8b  af  1f  4e  ,12:49:46,2024-05-22
202311020,57  40  c4  5c  ,12:49:49,2024-05-22
