201811020,62  6d  ae  e5  ,16:46:43,2023-05-11
202211121,ab  e7  63  4e  ,16:47:02,2023-05-11
202211013,7b  53  df  4e  ,16:47:07,2023-05-11
202211063,43  56  66  b5  ,16:47:10,2023-05-11
202211169,eb  1d  2c  4e  ,16:47:12,2023-05-11
202211040,d3  e8  21  ae  ,16:47:15,2023-05-11
202211184,9b  d5  c8  4e  ,16:47:19,2023-05-11
201811057,93  e6  61  b5  ,16:47:22,2023-05-11
201811147,73  5e  60  b5  ,16:47:35,2023-05-11
202211190,0e  4f  21  14  ,16:47:38,2023-05-11
202211135,8b  ff  d2  4e  ,16:47:43,2023-05-11
202211181,5b  46  37  4e  ,16:47:46,2023-05-11
202211022,c3  ac  63  b5  ,16:47:49,2023-05-11
202211080,db  c7  e1  4e  ,16:47:52,2023-05-11
201611090,13  a5  61  b5  ,16:47:54,2023-05-11
201811069,42  82  ad  e5  ,16:48:01,2023-05-11
202011184,92  df  94  e5  ,16:48:04,2023-05-11
202011014,43  4c  66  b5  ,16:48:07,2023-05-11
202011043,23  49  63  b5  ,16:48:10,2023-05-11
202111140,c3  cc  5b  b5  ,16:48:13,2023-05-11
202211153,db  df  d4  4e  ,16:48:19,2023-05-11
202211113,bb  70  1b  4e  ,16:48:22,2023-05-11
202111028,c3  a3  63  b5  ,16:48:26,2023-05-11
202211202,4b  39  b9  4e  ,16:48:29,2023-05-11
202211170,8b  5f  70  4e  ,16:48:34,2023-05-11
202211102,1b  25  dc  4e  ,16:48:37,2023-05-11
202011061,63  c0  5d  b5  ,16:48:40,2023-05-11
202011125,f6  9f  31  04  ,16:48:43,2023-05-11
202011133,3b  5a  7a  4e  ,16:48:46,2023-05-11
202011108,62  d3  af  e5  ,16:48:49,2023-05-11
202211208,6b  47  d1  4e  ,16:48:51,2023-05-11
202211179,1b  fa  ca  4e  ,16:48:54,2023-05-11
202111019,c3  1e  5c  b5  ,16:48:58,2023-05-11
202211119,1c  82  d2  dd  ,16:49:01,2023-05-11
202211011,cb  f7  34  4e  ,16:49:06,2023-05-11
202011194,22  d7  af  e5  ,16:49:08,2023-05-11
202211045,f3  50  68  b5  ,16:49:11,2023-05-11
202111090,93  f7  5f  b5  ,16:49:15,2023-05-11
202111003,13  e8  23  ae  ,16:49:19,2023-05-11
202011175,f2  d0  af  e5  ,16:49:21,2023-05-11
202011011,03  47  62  b5  ,16:49:24,2023-05-11
202011168,e2  88  aa  e5  ,16:49:31,2023-05-11
202011145,c2  db  aa  e5  ,16:49:35,2023-05-11
202011169,02  69  a8  e5  ,16:49:38,2023-05-11
202211018,43  65  62  b5  ,16:49:41,2023-05-11
202011018,c3  c1  63  b5  ,16:49:44,2023-05-11
202011203,c7  84  8c  5c  ,16:50:01,2023-05-11
202111129,33  f7  64  b5  ,16:50:03,2023-05-11
202211217,8b  f2  5b  4e  ,16:50:07,2023-05-11
202011044,23  8c  67  b5  ,16:50:11,2023-05-11
202011006,d3  7b  5d  b5  ,16:50:15,2023-05-11
202211140,8b  45  e1  4e  ,16:50:18,2023-05-11
201911193,fb  4d  de  4e  ,16:50:32,2023-05-11
202111057,2b  3a  cf  4e  ,16:50:37,2023-05-11
202211032,e3  d8  67  b5  ,16:50:52,2023-05-11
202211145,eb  71  d7  4e  ,16:50:58,2023-05-11
202211127,db  bc  90  4e  ,16:51:23,2023-05-11
202111062,f3  12  67  b5  ,16:51:53,2023-05-11
202211187,fb  80  64  4e  ,16:52:09,2023-05-11
202011013,9b  e3  96  4e  ,16:52:12,2023-05-11
202211072,d3  e0  67  b5  ,16:52:27,2023-05-11
202111002,e3  2f  68  b5  ,16:52:30,2023-05-11
202011197,f2  5b  b0  e5  ,16:52:42,2023-05-11
202111153,f3  7a  65  b5  ,16:52:48,2023-05-11
201811201,93  29  5e  b5  ,16:53:10,2023-05-11
202211148,5b  b1  78  4e  ,16:53:13,2023-05-11
202211095,fb  6c  0d  4e  ,16:53:25,2023-05-11
201911106,b3  72  63  b5  ,16:53:30,2023-05-11
202011032,22  48  ad  e5  ,16:53:34,2023-05-11
202011047,f3  41  68  b5  ,16:53:38,2023-05-11
202011083,d3  1b  60  b5  ,16:53:43,2023-05-11
202011083,d3  1b  60  b5  ,16:53:44,2023-05-11
202211024,83  f3  5c  b5  ,16:53:47,2023-05-11
202211069,03  31  66  b5  ,16:53:56,2023-05-11
202211061,d3  a0  62  b5  ,16:53:59,2023-05-11
202211136,0b  2b  ca  4e  ,16:54:26,2023-05-11
202211152,5b  c8  08  4e  ,16:54:59,2023-05-11
202211172,3e  56  20  14  ,16:55:02,2023-05-11
202011007,9e  f8  20  14  ,16:55:23,2023-05-11
202211165,4b  91  4a  4e  ,16:55:29,2023-05-11
202011012,12  90  ab  e5  ,16:55:33,2023-05-11
202011162,6b  c4  d0  4e  ,16:55:36,2023-05-11
202011192,12  ab  ae  e5  ,16:55:40,2023-05-11
202211192,eb  05  47  4e  ,16:55:43,2023-05-11
202211068,23  13  66  b5  ,16:55:53,2023-05-11
202211077,0b  13  d3  4e  ,16:56:01,2023-05-11
202211155,cb  0a  d1  4e  ,16:56:04,2023-05-11
202211205,cc  af  ad  dc  ,16:56:08,2023-05-11
202111042,e2  fb  ac  e5  ,16:56:11,2023-05-11
202111121,b3  bd  5d  b5  ,16:56:14,2023-05-11
201911112,b3  87  62  b5  ,16:56:18,2023-05-11
201811075,57  d3  cc  5c  ,16:56:21,2023-05-11
202211167,db  00  46  4e  ,16:56:25,2023-05-11
202211106,2b  b5  01  4e  ,16:56:32,2023-05-11
202111082,a3  f1  67  b5  ,16:57:00,2023-05-11
202111029,72  6c  ad  e5  ,16:57:03,2023-05-11
202211150,ab  27  ce  4e  ,16:57:06,2023-05-11
202111030,92  6b  ae  e5  ,16:57:14,2023-05-11
202211062,03  bb  63  b5  ,16:57:17,2023-05-11
202011127,82  5d  af  e5  ,16:57:22,2023-05-11
201811157,82  e9  aa  e5  ,16:57:27,2023-05-11
202211118,0e  14  21  14  ,16:57:51,2023-05-11
202011062,c3  77  5d  b5  ,16:58:29,2023-05-11
202211131,8b  f5  bd  4e  ,16:58:34,2023-05-11
