Student ID,UID,Time,Date
202311216,a7  17  c0  5c  ,13:45:03,2025-03-10
202462020,1d  ce  02  c5  ,13:45:19,2025-03-10
202462020,1d  ce  02  c5  ,13:45:27,2025-03-10
202211165,c6  92  31  04  ,13:45:32,2025-03-10
202011115,27  86  cb  5c  ,13:45:36,2025-03-10
202411134,7d  dc  2b  c5  ,13:45:43,2025-03-10
202311064,a7  df  c4  5c  ,13:45:47,2025-03-10
202211010,93  6f  5d  b5  ,13:45:51,2025-03-10
202211120,ec  99  6f  dd  ,13:45:57,2025-03-10
202111015,83  7e  61  b5  ,13:46:04,2025-03-10
202211038,d3  e8  66  b5  ,13:46:08,2025-03-10
202311215,a7  2c  ad  5c  ,13:46:13,2025-03-10
202211042,13  9e  5d  b5  ,13:46:17,2025-03-10
202411006,0d  07  0b  c5  ,13:46:24,2025-03-10
202211088,8b  a8  dc  4e  ,13:46:28,2025-03-10
202211001,63  59  61  b5  ,13:46:32,2025-03-10
202411084,1d  24  f3  c4  ,13:46:36,2025-03-10
202411145,8d  15  20  c5  ,13:46:47,2025-03-10
202411070,9c  e1  94  75  ,13:46:51,2025-03-10
202211089,db  11  20  4e  ,13:46:56,2025-03-10
202411136,9d  59  06  c5  ,13:47:00,2025-03-10
202411108,0d  6e  28  c5  ,13:47:03,2025-03-10
202211058,93  3b  63  b5  ,13:47:06,2025-03-10
202411016,ed  3d  35  c5  ,13:47:11,2025-03-10
202411030,5d  eb  2f  c5  ,13:47:18,2025-03-10
202311162,d7  55  88  5c  ,13:47:25,2025-03-10
202211021,57  a1  c9  5c  ,13:47:29,2025-03-10
202411077,4d  46  2e  c4  ,13:47:37,2025-03-10
202411005,ed  de  13  c5  ,13:47:43,2025-03-10
202011158,f2  5d  b0  e5  ,13:47:47,2025-03-10
202411126,ad  6a  0b  c5  ,13:47:53,2025-03-10
202111102,73  6f  5b  b5  ,13:48:00,2025-03-10
202211008,33  f8  62  b5  ,13:48:05,2025-03-10
202411061,8d  5e  10  c5  ,13:48:12,2025-03-10
