202422005,fd  b0  34  c5  ,12:44:21,2025-03-31
202211001,63  59  61  b5  ,12:44:38,2025-03-31
202211089,db  11  20  4e  ,12:44:41,2025-03-31
202211042,13  9e  5d  b5  ,12:45:00,2025-03-31
202411017,bc  bb  6d  75  ,12:45:03,2025-03-31
202411154,0d  14  2e  c4  ,12:45:08,2025-03-31
202411006,0d  07  0b  c5  ,12:45:11,2025-03-31
202311006,27  5a  c3  5c  ,12:45:14,2025-03-31
202462028,0d  d0  03  c5  ,12:45:18,2025-03-31
202411151,0d  88  f5  c4  ,12:45:21,2025-03-31
202011158,f2  5d  b0  e5  ,12:45:29,2025-03-31
202111196,83  9e  64  b5  ,12:45:34,2025-03-31
202311216,a7  17  c0  5c  ,12:45:38,2025-03-31
202411136,9d  59  06  c5  ,12:45:51,2025-03-31
202411108,0d  6e  28  c5  ,12:45:55,2025-03-31
202211021,57  a1  c9  5c  ,12:45:59,2025-03-31
202411063,3d  89  47  c4  ,12:46:02,2025-03-31
202111130,d3  3d  65  b5  ,12:46:06,2025-03-31
202211058,93  3b  63  b5  ,12:46:10,2025-03-31
202311162,d7  55  88  5c  ,12:46:45,2025-03-31
202111068,73  0b  68  b5  ,12:46:49,2025-03-31
202411128,dd  a3  3b  c4  ,12:47:36,2025-03-31
202411061,8d  5e  10  c5  ,12:47:50,2025-03-31
202211128,3b  d2  bb  4e  ,12:47:56,2025-03-31
202211038,d3  e8  66  b5  ,12:47:59,2025-03-31
202211120,ec  99  6f  dd  ,12:48:03,2025-03-31
202211182,eb  50  ce  4d  ,12:48:20,2025-03-31
202111015,83  7e  61  b5  ,12:49:12,2025-03-31
202211008,33  f8  62  b5  ,12:49:42,2025-03-31
202211064,c3  b9  62  b5  ,12:49:49,2025-03-31
202411166,3c  1a  80  76  ,12:50:48,2025-03-31
202311061,1c  a0  81  76  ,12:50:52,2025-03-31
202462008,ad  2d  f4  c4  ,12:50:55,2025-03-31
202411019,9d  b1  30  c5  ,12:51:09,2025-03-31
202411003,4d  ff  f2  c4  ,12:51:15,2025-03-31
202411035,bd  7f  2d  c5  ,12:51:20,2025-03-31
202011115,27  86  cb  5c  ,12:52:27,2025-03-31
202211220,3b  58  3f  4e  ,12:52:47,2025-03-31
202311191,cb  08  8b  4e  ,12:52:58,2025-03-31
202211157,2b  8f  46  4e  ,12:53:10,2025-03-31
202011087,9c  81  51  75  ,12:53:21,2025-03-31
202411002,6d  40  f7  c4  ,12:54:29,2025-03-31
202211165,c6  92  31  04  ,12:54:36,2025-03-31
202411030,5d  eb  2f  c5  ,12:54:47,2025-03-31
202462026,4d  d9  21  c5  ,12:55:20,2025-03-31
202462015,cd  73  32  c5  ,12:55:26,2025-03-31
202411034,7d  2a  35  c5  ,12:55:54,2025-03-31
202411058,bd  ce  02  c5  ,12:55:58,2025-03-31
202111102,73  6f  5b  b5  ,12:56:31,2025-03-31
202311039,27  1a  8b  5c  ,12:56:35,2025-03-31
202411081,2d  51  30  c5  ,12:56:38,2025-03-31
202462020,1d  ce  02  c5  ,12:56:47,2025-03-31
202462020,1d  ce  02  c5  ,12:56:51,2025-03-31
202211185,5e  06  20  14  ,12:57:20,2025-03-31
202411016,ed  3d  35  c5  ,12:57:27,2025-03-31
202411018,7d  2f  04  c5  ,12:57:37,2025-03-31
202411169,7d  e8  1b  c5  ,12:57:42,2025-03-31
202411008,8d  10  42  c4  ,12:57:45,2025-03-31
202311031,17  a6  cb  5c  ,12:57:49,2025-03-31
202411084,1d  24  f3  c4  ,12:57:52,2025-03-31
202411005,ed  de  13  c5  ,12:58:05,2025-03-31
202311064,a7  df  c4  5c  ,12:58:26,2025-03-31
202411076,ed  e1  26  c5  ,12:58:31,2025-03-31
202411083,7d  3e  f7  c4  ,12:58:35,2025-03-31
202411026,cd  7d  33  c5  ,12:58:45,2025-03-31
202411099,4d  15  fd  c4  ,12:58:48,2025-03-31
202462023,5c  e0  55  75  ,12:58:53,2025-03-31
202311049,96  9a  33  04  ,12:59:04,2025-03-31
202411159,4d  ed  11  c5  ,12:59:09,2025-03-31
202411045,8d  59  2d  c5  ,12:59:12,2025-03-31
202462021,8d  f9  05  c5  ,12:59:15,2025-03-31
202411172,3d  6c  25  c5  ,12:59:28,2025-03-31
202311058,f6  dc  32  04  ,12:59:32,2025-03-31
202411040,2d  d6  1c  c5  ,12:59:48,2025-03-31
202411126,ad  6a  0b  c5  ,12:59:53,2025-03-31
202111155,fc  cd  70  75  ,13:00:08,2025-03-31
202411125,1d  ff  2c  c5  ,13:00:12,2025-03-31
202411183,fc  7b  4e  76  ,13:00:17,2025-03-31
202411115,dd  ca  01  c5  ,13:00:23,2025-03-31
202411174,7d  fc  01  c5  ,13:00:28,2025-03-31
202411077,4d  46  2e  c4  ,13:00:36,2025-03-31
202411080,6d  43  23  c5  ,13:00:47,2025-03-31
201811110,7d  07  31  c5  ,13:00:53,2025-03-31
202311215,a7  2c  ad  5c  ,13:01:09,2025-03-31
202311206,27  f7  b5  5c  ,13:01:12,2025-03-31
202011147,a2  e2  a6  e5  ,13:01:17,2025-03-31
202411109,ed  e2  4a  c4  ,13:01:21,2025-03-31
