202422005,fd  b0  34  c5  ,12:41:29,2025-05-19
202462010,c3  98  0a  d9  ,12:42:06,2025-05-19
202462021,8d  f9  05  c5  ,12:42:11,2025-05-19
202462028,33  b3  08  d9  ,12:42:40,2025-05-19
202111068,73  0b  68  b5  ,12:42:54,2025-05-19
202311061,1c  a0  81  76  ,12:42:58,2025-05-19
202462008,ad  2d  f4  c4  ,12:43:01,2025-05-19
202011087,9c  81  51  75  ,12:43:15,2025-05-19
202211058,93  3b  63  b5  ,12:43:18,2025-05-19
202411008,0b  50  a0  1d  ,12:43:58,2025-05-19
202211038,d3  e8  66  b5  ,12:44:16,2025-05-19
202211128,3b  d2  bb  4e  ,12:44:21,2025-05-19
202211010,2a  dc  b0  de  ,12:44:25,2025-05-19
202411128,dd  a3  3b  c4  ,12:45:18,2025-05-19
202411108,0d  6e  28  c5  ,12:45:22,2025-05-19
202411017,bc  bb  6d  75  ,12:45:35,2025-05-19
202411154,0d  14  2e  c4  ,12:45:39,2025-05-19
202411061,8d  5e  10  c5  ,12:45:44,2025-05-19
202211064,93  f7  f5  d6  ,12:45:52,2025-05-19
202211089,db  11  20  4e  ,12:45:57,2025-05-19
202211021,5b  6d  9b  1d  ,12:46:02,2025-05-19
202211001,63  59  61  b5  ,12:46:05,2025-05-19
202211008,33  f8  62  b5  ,12:46:17,2025-05-19
202211042,13  9e  5d  b5  ,12:46:26,2025-05-19
202462029,93  f3  f5  d6  ,12:46:58,2025-05-19
202411016,ed  3d  35  c5  ,12:47:19,2025-05-19
202411084,1d  24  f3  c4  ,12:48:51,2025-05-19
202411005,ed  de  13  c5  ,12:48:57,2025-05-19
202411024,03  23  20  d9  ,12:49:05,2025-05-19
202411099,4d  15  fd  c4  ,12:49:09,2025-05-19
202411006,0d  07  0b  c5  ,12:49:17,2025-05-19
202311216,a7  17  c0  5c  ,12:49:21,2025-05-19
202411130,23  89  10  d9  ,12:49:25,2025-05-19
202411019,9d  b1  30  c5  ,12:49:28,2025-05-19
202411048,93  4c  02  d9  ,12:49:31,2025-05-19
202411003,4d  ff  f2  c4  ,12:49:35,2025-05-19
202411035,bd  7f  2d  c5  ,12:49:38,2025-05-19
202311058,f6  dc  32  04  ,12:49:42,2025-05-19
202411136,23  c4  10  d9  ,12:50:21,2025-05-19
202211157,2b  8f  46  4e  ,12:50:27,2025-05-19
202411063,3d  89  47  c4  ,12:50:59,2025-05-19
202311206,27  f7  b5  5c  ,12:51:08,2025-05-19
202311049,93  7f  15  d9  ,12:51:22,2025-05-19
202411080,6d  43  23  c5  ,12:52:11,2025-05-19
202111102,73  6f  5b  b5  ,12:53:14,2025-05-19
202111196,83  9e  64  b5  ,12:53:19,2025-05-19
202211182,eb  50  ce  4d  ,12:54:05,2025-05-19
202411151,0d  88  f5  c4  ,12:54:37,2025-05-19
202311064,a7  df  c4  5c  ,12:55:25,2025-05-19
202311039,0b  7e  9f  1d  ,12:55:29,2025-05-19
202311031,17  a6  cb  5c  ,12:55:33,2025-05-19
202311191,e3  2c  f6  d6  ,12:55:54,2025-05-19
202411159,4d  ed  11  c5  ,12:56:06,2025-05-19
202411126,ad  6a  0b  c5  ,12:56:09,2025-05-19
202411145,83  60  0e  d9  ,12:56:16,2025-05-19
202411040,63  d1  1d  d9  ,12:56:21,2025-05-19
202411070,43  e1  33  d9  ,12:56:26,2025-05-19
202411081,2d  51  30  c5  ,12:56:37,2025-05-19
202311162,d7  55  88  5c  ,12:56:42,2025-05-19
202411183,fc  7b  4e  76  ,12:56:48,2025-05-19
202411163,13  fb  10  d9  ,12:56:53,2025-05-19
202411137,23  76  13  d9  ,12:57:44,2025-05-19
202462018,c3  0f  08  d9  ,12:57:47,2025-05-19
202011147,a2  e2  a6  e5  ,12:57:51,2025-05-19
202211165,c6  92  31  04  ,12:58:03,2025-05-19
202211220,3b  58  3f  4e  ,12:58:12,2025-05-19
202411045,8d  59  2d  c5  ,12:58:19,2025-05-19
202211120,ec  99  6f  dd  ,12:58:37,2025-05-19
202411077,4d  46  2e  c4  ,12:58:44,2025-05-19
202211185,5e  06  20  14  ,12:58:52,2025-05-19
202111015,83  7e  61  b5  ,12:58:59,2025-05-19
202411174,7d  fc  01  c5  ,12:59:44,2025-05-19
201811110,7d  07  31  c5  ,12:59:50,2025-05-19
202411134,c3  70  0c  d9  ,12:59:54,2025-05-19
202311074,fb  38  f9  4d  ,12:59:59,2025-05-19
202011158,f2  5d  b0  e5  ,13:00:07,2025-05-19
202462026,4d  d9  21  c5  ,13:00:13,2025-05-19
202462015,c3  5e  15  d9  ,13:00:19,2025-05-19
202311078,8b  67  eb  4d  ,13:00:22,2025-05-19
