Student ID,UID,Time,Date
202311182,b6  f3  32  04  ,12:48:45,2024-04-29
202311044,b7  41  c1  5c  ,12:48:48,2024-04-29
202111122,d3  bf  62  b5  ,12:48:51,2024-04-29
202111104,b3  8a  62  b5  ,12:48:55,2024-04-29
202311158,57  e4  ca  5c  ,12:48:58,2024-04-29
202111008,43  4d  25  ae  ,12:49:01,2024-04-29
202311193,d7  b0  cc  5c  ,12:49:04,2024-04-29
202111058,83  2e  60  b5  ,12:49:06,2024-04-29
202311052,0b  42  a1  4e  ,12:49:09,2024-04-29
202111125,93  e2  61  b5  ,12:49:11,2024-04-29
202311189,7b  d4  55  4e  ,12:49:14,2024-04-29
202311144,47  3d  c4  5c  ,12:49:19,2024-04-29
202311025,d7  6a  cb  5c  ,12:49:23,2024-04-29
202311132,2b  9a  d0  4e  ,12:49:29,2024-04-29
202311180,eb  47  fe  4d  ,12:49:32,2024-04-29
202211195,c6  f5  32  04  ,12:49:39,2024-04-29
202111141,43  12  68  b5  ,12:49:42,2024-04-29
202211046,e3  2b  63  b5  ,12:49:47,2024-04-29
202111060,43  99  66  b5  ,12:49:49,2024-04-29
201911048,b3  d9  5d  b5  ,12:49:57,2024-04-29
202311077,9b  4b  df  4e  ,12:50:00,2024-04-29
202311210,c7  f6  c8  5c  ,12:50:04,2024-04-29
202311033,b7  5c  99  5c  ,12:50:07,2024-04-29
202311211,97  85  c7  5c  ,12:50:16,2024-04-29
202111079,d3  8c  5d  b5  ,12:50:18,2024-04-29
202111012,d3  98  5f  b5  ,12:50:21,2024-04-29
202311160,a7  f7  cb  5c  ,12:50:26,2024-04-29
202111038,f2  68  ac  e5  ,12:50:28,2024-04-29
202311106,6b  77  ef  4d  ,12:50:32,2024-04-29
202111170,0d  d0  f7  c4  ,12:50:35,2024-04-29
202111163,b3  cd  5b  b5  ,12:50:40,2024-04-29
202311005,46  9c  31  04  ,12:50:42,2024-04-29
202211094,c7  ec  c4  5c  ,12:50:45,2024-04-29
202211219,6b  81  43  4e  ,12:50:49,2024-04-29
202311152,d7  a7  87  5c  ,12:51:00,2024-04-29
202311188,eb  4c  79  4e  ,12:51:07,2024-04-29
202011091,b7  51  c8  5c  ,12:51:10,2024-04-29
202211083,b7  ba  c0  5c  ,12:51:14,2024-04-29
202211152,5b  c8  08  4e  ,12:51:20,2024-04-29
202311051,d7  c7  c0  5c  ,12:51:26,2024-04-29
202311127,eb  36  a3  4e  ,12:51:29,2024-04-29
202311075,ab  bc  d5  4e  ,12:51:32,2024-04-29
202111051,e2  31  ae  e5  ,12:51:35,2024-04-29
202211075,ed  ed  03  c5  ,12:51:39,2024-04-29
202311095,db  c5  77  4e  ,12:51:42,2024-04-29
202311133,6b  08  e2  4e  ,12:51:47,2024-04-29
202111061,d3  e0  5f  b5  ,12:51:51,2024-04-29
201911185,83  d6  64  b5  ,12:51:54,2024-04-29
202011094,73  bc  64  b5  ,12:51:57,2024-04-29
202011102,d2  3f  b0  e5  ,12:51:59,2024-04-29
202311169,17  c0  c7  5c  ,12:52:15,2024-04-29
202311140,db  dc  23  4e  ,12:52:18,2024-04-29
202311001,97  9f  a2  5c  ,12:52:21,2024-04-29
202211187,fb  80  64  4e  ,12:52:29,2024-04-29
202311098,1b  3b  61  4e  ,12:52:33,2024-04-29
202311084,8b  2d  0b  4e  ,12:52:36,2024-04-29
202311063,fb  1a  04  4e  ,12:52:40,2024-04-29
202311155,97  2b  88  5c  ,12:52:44,2024-04-29
202311213,47  7d  c0  5c  ,12:52:47,2024-04-29
202311037,57  4a  9f  5c  ,12:52:49,2024-04-29
202311143,16  74  33  04  ,12:52:52,2024-04-29
202211053,03  e9  60  b5  ,12:52:55,2024-04-29
202311109,07  87  88  5c  ,12:52:58,2024-04-29
202311131,a6  e2  31  04  ,12:53:01,2024-04-29
201911159,9d  71  2e  c5  ,12:53:05,2024-04-29
201911162,13  5b  5e  b5  ,12:53:08,2024-04-29
202311040,57  4c  9f  5c  ,12:53:11,2024-04-29
202311057,0c  82  b5  75  ,12:53:14,2024-04-29
202311147,d7  a8  ad  5c  ,12:53:17,2024-04-29
202211059,03  be  5f  b5  ,12:53:27,2024-04-29
202311148,16  b5  32  04  ,12:53:29,2024-04-29
202011052,e3  18  5c  b5  ,12:53:36,2024-04-29
202311083,0b  36  d9  4e  ,12:53:40,2024-04-29
202311055,cb  60  06  4e  ,12:53:46,2024-04-29
202311104,cb  38  96  4e  ,12:53:48,2024-04-29
202111033,e2  06  ab  e5  ,12:53:53,2024-04-29
202211090,f7  81  c4  5c  ,12:53:57,2024-04-29
201911165,37  69  8c  5c  ,12:54:02,2024-04-29
202211036,8b  af  1f  4e  ,12:54:07,2024-04-29
202311020,57  40  c4  5c  ,12:54:15,2024-04-29
202311054,86  31  33  04  ,12:54:22,2024-04-29
202311137,8b  1d  3e  4e  ,12:54:25,2024-04-29
202111164,b7  4b  c5  5c  ,12:54:30,2024-04-29
202011086,92  d3  af  e5  ,12:54:34,2024-04-29
202311130,3b  46  9b  4e  ,12:54:38,2024-04-29
202011120,b3  81  63  b5  ,12:54:41,2024-04-29
202111085,c2  35  af  e5  ,12:54:45,2024-04-29
202211016,c3  a0  63  b5  ,12:54:52,2024-04-29
201911157,d3  14  67  b5  ,12:54:55,2024-04-29
202311174,c7  5e  c8  5c  ,12:55:01,2024-04-29
202311175,67  ef  c3  5c  ,12:55:08,2024-04-29
202311024,67  03  ae  5c  ,12:55:14,2024-04-29
202311014,57  a4  c0  5c  ,12:55:17,2024-04-29
202111107,43  81  61  b5  ,12:55:21,2024-04-29
202311091,5b  68  9b  4e  ,12:55:24,2024-04-29
202211017,f3  35  5e  b5  ,12:55:27,2024-04-29
201811063,22  3b  a8  e5  ,12:55:32,2024-04-29
202311069,0b  96  24  4e  ,12:55:38,2024-04-29
202311151,c7  5e  cc  5c  ,12:55:42,2024-04-29
202311134,76  8e  33  04  ,12:55:45,2024-04-29
202011056,43  4e  5e  b5  ,12:55:48,2024-04-29
202311100,ab  f9  22  4e  ,12:56:00,2024-04-29
202311088,bb  bf  a4  4e  ,12:56:07,2024-04-29
202211056,8b  3e  de  4e  ,12:57:04,2024-04-29
202211076,3b  03  ec  4d  ,12:57:11,2024-04-29
202311082,db  67  04  4e  ,12:57:19,2024-04-29
202311053,bb  d2  7e  4e  ,12:57:30,2024-04-29
202311123,1b  a2  b1  4e  ,12:57:35,2024-04-29
201911090,ab  3e  d7  4e  ,12:57:38,2024-04-29
202311150,97  3c  c5  5c  ,12:57:41,2024-04-29
202011100,fe  e2  20  14  ,12:57:50,2024-04-29
202211214,3b  05  82  4e  ,12:57:54,2024-04-29
202211020,53  78  65  b5  ,12:57:59,2024-04-29
202211206,0b  42  9e  4e  ,12:58:04,2024-04-29
201811028,42  8b  b0  e5  ,12:58:16,2024-04-29
202111024,23  ae  67  b5  ,12:58:23,2024-04-29
202011118,22  51  b0  e5  ,12:58:29,2024-04-29
202211052,f3  07  68  b5  ,12:58:37,2024-04-29
202311170,67  80  c0  5c  ,12:58:46,2024-04-29
202311156,17  95  c4  5c  ,12:58:50,2024-04-29
202311181,0b  98  1c  4e  ,12:58:54,2024-04-29
202211044,93  11  5e  b5  ,12:58:56,2024-04-29
202311122,4b  67  d9  4e  ,12:59:27,2024-04-29
