Student ID,UID,Time,Date
201811057,93  e6  61  b5  ,16:48:00,2023-04-25
201811147,73  5e  60  b5  ,16:48:04,2023-04-25
202011184,92  df  94  e5  ,16:48:09,2023-04-25
202211018,43  65  62  b5  ,16:48:12,2023-04-25
202211155,cb  0a  d1  4e  ,16:48:24,2023-04-25
202211169,eb  1d  2c  4e  ,16:48:27,2023-04-25
202011108,62  d3  af  e5  ,16:48:30,2023-04-25
201811128,42  31  b0  e5  ,16:48:32,2023-04-25
202011133,3b  5a  7a  4e  ,16:48:35,2023-04-25
202211150,ab  27  ce  4e  ,16:48:38,2023-04-25
202011007,9e  f8  20  14  ,16:48:42,2023-04-25
202211187,fb  80  64  4e  ,16:48:47,2023-04-25
202011197,f2  5b  b0  e5  ,16:48:50,2023-04-25
202211181,5b  46  37  4e  ,16:48:54,2023-04-25
202211131,8b  f5  bd  4e  ,16:48:58,2023-04-25
202211005,f3  c1  62  b5  ,16:49:02,2023-04-25
202011169,02  69  a8  e5  ,16:49:06,2023-04-25
202011192,12  ab  ae  e5  ,16:49:10,2023-04-25
202011047,f3  41  68  b5  ,16:49:14,2023-04-25
202011032,22  48  ad  e5  ,16:49:22,2023-04-25
202211162,4b  5b  de  4e  ,16:49:27,2023-04-25
202011061,63  c0  5d  b5  ,16:49:33,2023-04-25
202011127,82  5d  af  e5  ,16:49:37,2023-04-25
202211159,9b  a1  7a  4e  ,16:49:41,2023-04-25
202211167,db  00  46  4e  ,16:49:44,2023-04-25
201611090,13  a5  61  b5  ,16:49:48,2023-04-25
202011003,bb  bf  e0  4e  ,16:49:53,2023-04-25
202211022,c3  ac  63  b5  ,16:49:57,2023-04-25
202211121,ab  e7  63  4e  ,16:49:59,2023-04-25
202211077,0b  13  d3  4e  ,16:50:02,2023-04-25
202211024,83  f3  5c  b5  ,16:50:08,2023-04-25
201911193,fb  4d  de  4e  ,16:50:14,2023-04-25
202111129,33  f7  64  b5  ,16:50:17,2023-04-25
202111140,c3  cc  5b  b5  ,16:50:21,2023-04-25
202211179,1b  fa  ca  4e  ,16:50:23,2023-04-25
202211190,0e  4f  21  14  ,16:50:27,2023-04-25
202011194,22  d7  af  e5  ,16:50:32,2023-04-25
202011013,9b  e3  96  4e  ,16:50:36,2023-04-25
202111028,c3  a3  63  b5  ,16:50:40,2023-04-25
202011044,23  8c  67  b5  ,16:50:43,2023-04-25
202211002,13  02  68  b5  ,16:50:46,2023-04-25
202211130,7b  72  3a  4e  ,16:50:49,2023-04-25
202211013,7b  53  df  4e  ,16:50:52,2023-04-25
202211188,db  79  64  4e  ,16:50:55,2023-04-25
202211062,03  bb  63  b5  ,16:50:58,2023-04-25
202211080,db  c7  e1  4e  ,16:51:02,2023-04-25
202211205,cc  af  ad  dc  ,16:51:05,2023-04-25
202211217,8b  f2  5b  4e  ,16:51:08,2023-04-25
202211165,4b  91  4a  4e  ,16:51:12,2023-04-25
202211119,1c  82  d2  dd  ,16:51:15,2023-04-25
202211063,43  56  66  b5  ,16:51:18,2023-04-25
202011006,d3  7b  5d  b5  ,16:51:21,2023-04-25
202011226,d2  92  a9  e5  ,16:51:24,2023-04-25
202011083,d3  1b  60  b5  ,16:51:27,2023-04-25
202011043,23  49  63  b5  ,16:51:30,2023-04-25
202211148,5b  b1  78  4e  ,16:51:32,2023-04-25
202011014,43  4c  66  b5  ,16:51:43,2023-04-25
202011168,e2  88  aa  e5  ,16:51:47,2023-04-25
