Student ID,UID,Time,Date
201811020,62  6d  ae  e5  ,16:49:11,2023-04-13
202011194,22  d7  af  e5  ,16:49:19,2023-04-13
202011145,c2  db  aa  e5  ,16:50:00,2023-04-13
202011013,9b  e3  96  4e  ,16:50:05,2023-04-13
202011125,22  ab  ae  e5  ,16:50:07,2023-04-13
201811128,42  31  b0  e5  ,16:50:10,2023-04-13
201811057,93  e6  61  b5  ,16:50:13,2023-04-13
202211155,cb  0a  d1  4e  ,16:50:16,2023-04-13
201811147,73  5e  60  b5  ,16:50:18,2023-04-13
202011011,03  47  62  b5  ,16:50:24,2023-04-13
202011175,f2  d0  af  e5  ,16:50:29,2023-04-13
202211121,ab  e7  63  4e  ,16:50:36,2023-04-13
202111140,c3  cc  5b  b5  ,16:50:40,2023-04-13
202211180,cb  29  2f  4e  ,16:50:44,2023-04-13
202211211,36  23  32  04  ,16:50:48,2023-04-13
202011014,43  4c  66  b5  ,16:50:51,2023-04-13
202011184,92  df  94  e5  ,16:50:54,2023-04-13
202011197,f2  5b  b0  e5  ,16:50:58,2023-04-13
202011007,9e  f8  20  14  ,16:51:01,2023-04-13
202011043,23  49  63  b5  ,16:51:04,2023-04-13
202011003,bb  bf  e0  4e  ,16:51:06,2023-04-13
202211169,eb  1d  2c  4e  ,16:51:10,2023-04-13
202211217,8b  f2  5b  4e  ,16:51:13,2023-04-13
202211068,23  13  66  b5  ,16:51:16,2023-04-13
202011108,62  d3  af  e5  ,16:51:19,2023-04-13
202211170,8b  5f  70  4e  ,16:51:22,2023-04-13
202211152,5b  c8  08  4e  ,16:51:27,2023-04-13
202211005,f3  c1  62  b5  ,16:51:31,2023-04-13
202211162,4b  5b  de  4e  ,16:51:35,2023-04-13
202211184,9b  d5  c8  4e  ,16:51:38,2023-04-13
201611090,13  a5  61  b5  ,16:51:42,2023-04-13
202111062,f3  12  67  b5  ,16:51:47,2023-04-13
202211145,eb  71  d7  4e  ,16:51:51,2023-04-13
202211061,d3  a0  62  b5  ,16:51:55,2023-04-13
202011044,23  8c  67  b5  ,16:51:58,2023-04-13
202011169,02  69  a8  e5  ,16:52:01,2023-04-13
202011127,82  5d  af  e5  ,16:52:04,2023-04-13
202211022,c3  ac  63  b5  ,16:52:08,2023-04-13
202011061,63  c0  5d  b5  ,16:52:11,2023-04-13
202211172,3e  56  20  14  ,16:52:21,2023-04-13
202211136,0b  2b  ca  4e  ,16:52:24,2023-04-13
202211069,03  31  66  b5  ,16:52:38,2023-04-13
202111028,c3  a3  63  b5  ,16:52:42,2023-04-13
202211190,0e  4f  21  14  ,16:52:45,2023-04-13
202011133,3b  5a  7a  4e  ,16:52:48,2023-04-13
202211002,13  02  68  b5  ,16:52:50,2023-04-13
202011006,d3  7b  5d  b5  ,16:52:54,2023-04-13
202211192,eb  05  47  4e  ,16:52:57,2023-04-13
202011168,e2  88  aa  e5  ,16:53:00,2023-04-13
202211011,cb  f7  34  4e  ,16:53:03,2023-04-13
202211040,d3  e8  21  ae  ,16:53:07,2023-04-13
202211018,43  65  62  b5  ,16:53:10,2023-04-13
202211119,1c  82  d2  dd  ,16:53:15,2023-04-13
202211130,7b  72  3a  4e  ,16:53:19,2023-04-13
202211153,db  df  d4  4e  ,16:53:22,2023-04-13
202111090,93  f7  5f  b5  ,16:53:26,2023-04-13
202111129,33  f7  64  b5  ,16:53:30,2023-04-13
202011203,c7  84  8c  5c  ,16:53:33,2023-04-13
202211077,0b  13  d3  4e  ,16:53:37,2023-04-13
202011012,12  90  ab  e5  ,16:53:41,2023-04-13
202011018,c3  c1  63  b5  ,16:53:44,2023-04-13
201711163,0b  ab  f2  4d  ,16:53:47,2023-04-13
202011226,d2  92  a9  e5  ,16:53:50,2023-04-13
202211212,3b  8b  d7  4e  ,16:53:53,2023-04-13
202211187,fb  80  64  4e  ,16:53:56,2023-04-13
202211181,5b  46  37  4e  ,16:54:01,2023-04-13
202111020,c3  27  68  b5  ,16:54:07,2023-04-13
202211118,0e  14  21  14  ,16:54:12,2023-04-13
202111002,e3  2f  68  b5  ,16:54:16,2023-04-13
202011062,c3  77  5d  b5  ,16:54:20,2023-04-13
202211127,db  bc  90  4e  ,16:54:24,2023-04-13
202211063,43  56  66  b5  ,16:54:33,2023-04-13
202111019,c3  1e  5c  b5  ,16:54:36,2023-04-13
202211167,db  00  46  4e  ,16:54:39,2023-04-13
202211159,9b  a1  7a  4e  ,16:54:43,2023-04-13
202211072,d3  e0  67  b5  ,16:54:51,2023-04-13
202211105,fb  d8  d1  4e  ,16:54:53,2023-04-13
202111057,2b  3a  cf  4e  ,16:54:56,2023-04-13
202211102,1b  25  dc  4e  ,16:54:59,2023-04-13
202011162,6b  c4  d0  4e  ,16:55:04,2023-04-13
202011032,22  48  ad  e5  ,16:55:08,2023-04-13
202011047,f3  41  68  b5  ,16:55:12,2023-04-13
201911193,fb  4d  de  4e  ,16:55:15,2023-04-13
202011083,d3  1b  60  b5  ,16:55:17,2023-04-13
201811157,82  e9  aa  e5  ,16:55:22,2023-04-13
201811069,42  82  ad  e5  ,16:55:28,2023-04-13
202111003,13  e8  23  ae  ,16:55:31,2023-04-13
202211024,83  f3  5c  b5  ,16:55:34,2023-04-13
202011192,12  ab  ae  e5  ,16:55:38,2023-04-13
202211131,8b  f5  bd  4e  ,16:55:41,2023-04-13
202211209,8b  5a  86  4e  ,16:55:45,2023-04-13
202111153,f3  7a  65  b5  ,16:55:48,2023-04-13
202111082,a3  f1  67  b5  ,16:55:51,2023-04-13
202111121,b3  bd  5d  b5  ,16:55:55,2023-04-13
202111042,e2  fb  ac  e5  ,16:55:59,2023-04-13
202111029,72  6c  ad  e5  ,16:56:01,2023-04-13
202211080,db  c7  e1  4e  ,16:56:04,2023-04-13
202211179,1b  fa  ca  4e  ,16:56:08,2023-04-13
201911112,b3  87  62  b5  ,16:56:11,2023-04-13
202211045,f3  50  68  b5  ,16:56:14,2023-04-13
202211135,8b  ff  d2  4e  ,16:56:29,2023-04-13
201811075,57  d3  cc  5c  ,16:56:35,2023-04-13
202211140,8b  45  e1  4e  ,16:56:38,2023-04-13
202211106,2b  b5  01  4e  ,16:56:44,2023-04-13
202211062,03  bb  63  b5  ,16:56:49,2023-04-13
202211150,ab  27  ce  4e  ,16:56:52,2023-04-13
201911106,b3  72  63  b5  ,16:57:02,2023-04-13
202211092,2b  17  e9  4d  ,16:57:06,2023-04-13
202211165,4b  91  4a  4e  ,16:57:13,2023-04-13
202211095,fb  6c  0d  4e  ,16:57:16,2023-04-13
202211148,5b  b1  78  4e  ,16:57:22,2023-04-13
202211032,e3  d8  67  b5  ,16:57:34,2023-04-13
202211208,6b  47  d1  4e  ,16:57:46,2023-04-13
202111030,92  6b  ae  e5  ,16:57:53,2023-04-13
202211113,bb  70  1b  4e  ,16:58:03,2023-04-13
202211071,03  9b  24  ae  ,16:58:09,2023-04-13
202211013,7b  53  df  4e  ,16:58:15,2023-04-13
202211083,3b  ed  d6  4e  ,16:58:19,2023-04-13
202111165,b3  98  5b  b5  ,16:58:23,2023-04-13
201811201,93  29  5e  b5  ,16:58:25,2023-04-13
202111040,72  4e  ac  e5  ,16:58:54,2023-04-13
202211096,eb  71  cf  4e  ,16:58:58,2023-04-13
202211202,4b  39  b9  4e  ,16:59:02,2023-04-13
201811058,92  e2  aa  e5  ,16:59:28,2023-04-13
202211188,db  79  64  4e  ,16:59:32,2023-04-13
202348002,97  05  c3  5c  ,16:59:50,2023-04-13
202011037,03  04  62  b5  ,17:00:15,2023-04-13
202211222,9b  7b  d5  4e  ,17:00:33,2023-04-13
